chr,start,end,length,abs_summit,pileup,#NAME?,fold_enrichment,#NAME?,name
12,41094269,41095379,1111,41094777,51,25.5673,6.11005,21.9515,SRR3729606_peak_7598
12,41139711,41140585,875,41140041,37,15.5954,4.76102,12.5579,SRR3729606_peak_7599
12,41147285,41147744,460,41147590,18,5.40094,2.9771,3.21245,SRR3729606_peak_7600
12,41360225,41360596,372,41360303,18,5.40094,2.9771,3.21245,SRR3729606_peak_7601
12,41362455,41363008,554,41362786,25,9.38834,3.90352,6.81197,SRR3729606_peak_7602
12,41363980,41364490,511,41364327,22,5.00716,2.57705,2.87552,SRR3729606_peak_7603
12,41366629,41367225,597,41366950,25,9.34908,3.88898,6.77608,SRR3729606_peak_7604
12,41395390,41396002,613,41395694,26,8.65467,3.55072,6.14056,SRR3729606_peak_7605
12,41466956,41467408,453,41467060,21,6.36325,3.12587,4.07863,SRR3729606_peak_7606
12,41536954,41537606,653,41537308,19,5.97816,3.13379,3.72594,SRR3729606_peak_7607
12,41898604,41899472,869,41899183,22,6.28748,3.02468,4.00797,SRR3729606_peak_7608
12,41930130,41930717,588,41930397,21,6.97477,3.36125,4.62553,SRR3729606_peak_7609
12,42482009,42482805,797,42482457,33,15.8832,5.32744,12.8208,SRR3729606_peak_7610
12,44255695,44257620,1926,44257193,41,19.5115,5.52333,16.2241,SRR3729606_peak_7611
12,44292390,44292854,465,44292626,26,8.11185,3.36691,5.64999,SRR3729606_peak_7612
12,44315091,44315985,895,44315571,48,26.512,6.78039,22.8484,SRR3729606_peak_7613
12,44316293,44316925,633,44316517,30,10.3985,3.79429,7.7411,SRR3729606_peak_7614
12,44317992,44318370,379,44318152,20,5.39604,2.83194,3.21245,SRR3729606_peak_7615
12,44320757,44321442,686,44321031,25,9.84275,4.07392,7.22448,SRR3729606_peak_7616
12,44329391,44329813,423,44329532,24,9.15467,3.91724,6.59351,SRR3729606_peak_7617
12,44338886,44339321,436,44339204,19,5.97816,3.13379,3.72594,SRR3729606_peak_7618
12,44345661,44346297,637,44345982,19,5.65327,3.00271,3.44355,SRR3729606_peak_7619
12,44366899,44367298,400,44367111,21,7.19313,3.44717,4.81395,SRR3729606_peak_7620
12,44968805,44969733,929,44969121,31,14.0978,4.9444,11.1623,SRR3729606_peak_7621
12,44969936,44970348,413,44970065,21,5.18425,2.69272,3.03313,SRR3729606_peak_7622
12,44994243,44994623,381,44994543,21,7.19313,3.44717,4.81395,SRR3729606_peak_7623
12,45043224,45043854,631,45043529,22,6.95017,3.26796,4.60279,SRR3729606_peak_7624
12,45076030,45076401,372,45076333,22,7.22017,3.36949,4.83686,SRR3729606_peak_7625
12,45116683,45117292,610,45116985,27,10.7257,4.18813,8.03775,SRR3729606_peak_7626
12,45120821,45122207,1387,45121374,44,25.4687,7.05102,21.8573,SRR3729606_peak_7627
12,45257693,45258560,868,45258382,28,10.8261,4.12047,8.13128,SRR3729606_peak_7628
12,49217547,49217918,372,49217757,17,4.84515,2.82041,2.72945,SRR3729606_peak_7629
12,51164323,51164818,496,51164493,28,11.0665,4.20525,8.35642,SRR3729606_peak_7630
12,51320081,51321207,1127,51320836,37,18.5002,5.70514,15.2726,SRR3729606_peak_7631
12,51394165,51395474,1310,51395113,31,12.0875,4.25087,9.29153,SRR3729606_peak_7632
12,51423842,51424986,1145,51424506,49,26.3005,6.5754,22.6537,SRR3729606_peak_7633
12,51517444,51518193,750,51517930,21,3.97337,2.2728,1.98286,SRR3729606_peak_7634
12,51549491,51550308,818,51549748,28,10.2197,3.91077,7.57519,SRR3729606_peak_7635
12,51570463,51570992,530,51570759,34,12.7732,4.18718,9.92376,SRR3729606_peak_7636
12,51658874,51659245,372,51659078,25,9.84275,4.07392,7.22448,SRR3729606_peak_7637
12,51697008,51697379,372,51697210,19,5.9508,3.12266,3.7142,SRR3729606_peak_7638
12,51713244,51714006,763,51713855,27,9.56057,3.77592,6.9716,SRR3729606_peak_7639
12,51717342,51717767,426,51717510,21,6.82521,3.30298,4.4883,SRR3729606_peak_7640
12,51719221,51719635,415,51719452,22,6.95017,3.26796,4.60279,SRR3729606_peak_7641
12,51724616,51725063,448,51724900,19,5.05565,2.76751,2.91613,SRR3729606_peak_7642
12,51737420,51738016,597,51737652,27,9.28646,3.68222,6.71582,SRR3729606_peak_7643
12,51738746,51739646,901,51739024,45,22.3489,5.90289,18.9018,SRR3729606_peak_7644
12,51790194,51790591,398,51790460,18,5.40094,2.9771,3.21245,SRR3729606_peak_7645
12,51832430,51832947,518,51832764,22,7.43969,3.45311,5.04035,SRR3729606_peak_7646
12,51845999,51846385,387,51846086,18,4.54025,2.62913,2.46773,SRR3729606_peak_7647
12,51874793,51876131,1339,51875828,30,10.1274,3.70864,7.49013,SRR3729606_peak_7648
12,51876640,51877844,1205,51877592,31,14.2904,5.01406,11.3331,SRR3729606_peak_7649
12,51890494,51891031,538,51890794,25,7.69168,3.29998,5.27427,SRR3729606_peak_7650
12,51891352,51892329,978,51892026,49,23.8013,5.84963,20.2754,SRR3729606_peak_7651
12,51912836,51913645,810,51913331,22,6.95017,3.26796,4.60279,SRR3729606_peak_7652
12,52017648,52018021,374,52017778,25,9.84275,4.07392,7.22448,SRR3729606_peak_7653
12,52018139,52018744,606,52018457,37,12.9999,4.0038,10.1377,SRR3729606_peak_7654
12,52052711,52053672,962,52053389,23,8.48327,3.76055,5.98143,SRR3729606_peak_7655
12,52144446,52144835,390,52144661,24,9.15467,3.91724,6.59351,SRR3729606_peak_7656
12,52444571,52445356,786,52444990,24,7.87537,3.44298,5.43127,SRR3729606_peak_7657
12,52492748,52493923,1176,52493669,28,11.6283,4.40711,8.87134,SRR3729606_peak_7658
12,52494759,52495662,904,52495498,33,11.5124,3.89184,8.76368,SRR3729606_peak_7659
12,52517977,52518348,372,52518130,19,4.16508,2.43019,2.15454,SRR3729606_peak_7660
12,52521046,52521432,387,52521238,27,9.56057,3.77592,6.9716,SRR3729606_peak_7661
12,52521632,52522078,447,52521823,23,7.84032,3.51599,5.39735,SRR3729606_peak_7662
12,52550015,52550417,403,52550150,32,10.3411,3.62096,7.6892,SRR3729606_peak_7663
12,52558115,52558532,418,52558240,22,7.56886,3.50277,5.15902,SRR3729606_peak_7664
12,52588357,52588899,543,52588533,19,5.05565,2.76751,2.91613,SRR3729606_peak_7665
12,52591380,52591775,396,52591693,20,6.57585,3.29048,4.25904,SRR3729606_peak_7666
12,52601966,52602429,464,52602183,20,5.87468,3.0145,3.64469,SRR3729606_peak_7667
12,52604784,52605309,526,52605027,22,7.82919,3.60386,5.38806,SRR3729606_peak_7668
12,52619771,52620846,1076,52620484,39,20.9502,6.26758,17.5769,SRR3729606_peak_7669
12,52621659,52622160,502,52621804,19,4.87298,2.69709,2.74987,SRR3729606_peak_7670
12,52649527,52652084,2558,52651020,36,13.8423,4.32873,10.9203,SRR3729606_peak_7671
12,52684584,52684955,372,52684762,19,4.69778,2.63016,2.61058,SRR3729606_peak_7672
12,54238406,54238897,492,54238683,23,6.2297,2.93752,3.95461,SRR3729606_peak_7673
12,54244341,54245414,1074,54244599,29,9.75868,3.6719,7.15594,SRR3729606_peak_7674
12,54249909,54250694,786,54250365,41,20.9108,5.96885,17.5467,SRR3729606_peak_7675
12,54308102,54308840,739,54308521,22,5.34021,2.69083,3.17385,SRR3729606_peak_7676
12,54359361,54360514,1154,54360296,26,10.5469,4.23061,7.86982,SRR3729606_peak_7677
12,54428833,54429324,492,54429191,30,8.67263,3.26626,6.15741,SRR3729606_peak_7678
12,54485349,54486053,705,54485770,33,15.6694,5.25097,12.6248,SRR3729606_peak_7679
12,54506282,54507407,1126,54507080,22,7.31238,3.4045,4.92291,SRR3729606_peak_7680
12,54702965,54703808,844,54703248,30,11.8685,4.27757,9.09602,SRR3729606_peak_7681
12,54741787,54743604,1818,54742987,53,31.7721,7.67424,27.87,SRR3729606_peak_7682
12,54842070,54842929,860,54842723,24,9.15467,3.91724,6.59351,SRR3729606_peak_7683
12,54906325,54906731,407,54906522,22,6.08348,2.95145,3.82139,SRR3729606_peak_7684
12,54997104,54997516,413,54997231,21,7.19313,3.44717,4.81395,SRR3729606_peak_7685
12,55006123,55007284,1162,55006618,39,20.3115,6.04652,16.9772,SRR3729606_peak_7686
12,55031298,55032175,878,55031632,37,18.5002,5.70514,15.2726,SRR3729606_peak_7687
12,55033151,55033735,585,55033384,37,16.7525,5.12446,13.6311,SRR3729606_peak_7688
12,55109190,55109655,466,55109362,21,7.19313,3.44717,4.81395,SRR3729606_peak_7689
12,55348872,55350368,1497,55349802,92,78.3969,14.5721,73.2588,SRR3729606_peak_7690
12,55399955,55400393,439,55400058,23,8.34767,3.7083,5.86742,SRR3729606_peak_7691
12,55445060,55446041,982,55445820,41,13.6438,3.88464,10.7366,SRR3729606_peak_7692
12,55461984,55463178,1195,55462456,38,15.2628,4.56271,12.2393,SRR3729606_peak_7693
12,55472903,55473615,713,55473356,24,9.01197,3.86281,6.47259,SRR3729606_peak_7694
12,55510991,55511645,655,55511328,39,16.7214,4.89586,13.6055,SRR3729606_peak_7695
12,55520210,55521061,852,55520575,42,19.0305,5.26305,15.7761,SRR3729606_peak_7696
12,55527147,55527629,483,55527505,25,7.34369,3.18231,4.95233,SRR3729606_peak_7697
12,55533563,55534297,735,55533721,27,8.05422,3.27579,5.59608,SRR3729606_peak_7698
12,55534415,55537481,3067,55535705,50,19.7823,4.71706,16.4817,SRR3729606_peak_7699
12,55537767,55538642,876,55538356,29,10.3059,3.84971,7.65551,SRR3729606_peak_7700
12,55539537,55539952,416,55539749,25,7.12832,3.11047,4.76589,SRR3729606_peak_7701
12,55541698,55542399,702,55542091,23,6.85411,3.15619,4.51491,SRR3729606_peak_7702
12,55882601,55883546,946,55883248,38,20.0775,6.11089,16.754,SRR3729606_peak_7703
12,56462104,56462603,500,56462345,34,12.1713,4.0063,9.37117,SRR3729606_peak_7704
12,56683844,56684229,386,56684008,25,8.03831,3.41921,5.58211,SRR3729606_peak_7705
12,56816449,56816822,374,56816653,19,5.65327,3.00271,3.44355,SRR3729606_peak_7706
12,56820621,56821172,552,56820896,24,8.17717,3.55213,5.71005,SRR3729606_peak_7707
12,56998562,56999243,682,56998738,28,11.1474,4.23398,8.43134,SRR3729606_peak_7708
12,57032697,57033243,547,57032747,20,5.02849,2.6948,2.89217,SRR3729606_peak_7709
12,57231696,57232188,493,57231845,20,6.57585,3.29048,4.25904,SRR3729606_peak_7710
12,57243062,57244437,1376,57244083,33,11.5124,3.89184,8.76368,SRR3729606_peak_7711
12,57267569,57268022,454,57267821,24,7.67479,3.37136,5.25835,SRR3729606_peak_7712
12,57276746,57278469,1724,57277469,36,18.365,5.79751,15.1435,SRR3729606_peak_7713
12,57328352,57329152,801,57328562,37,13.5915,4.16959,10.6853,SRR3729606_peak_7714
12,57490762,57491556,795,57491107,23,8.34317,3.70657,5.86415,SRR3729606_peak_7715
12,57494053,57494449,397,57494176,32,8.9196,3.21469,6.38611,SRR3729606_peak_7716
12,57562391,57562804,414,57562616,23,6.2297,2.93752,3.95461,SRR3729606_peak_7717
12,57585298,57586606,1309,57586262,31,13.1027,4.59352,10.2344,SRR3729606_peak_7718
12,57586677,57587050,374,57586805,21,5.96876,2.97801,3.72594,SRR3729606_peak_7719
12,57587408,57587826,419,57587500,19,4.87298,2.69709,2.74987,SRR3729606_peak_7720
12,57588872,57589401,530,57589233,20,6.57585,3.29048,4.25904,SRR3729606_peak_7721
12,57589773,57590754,982,57590486,32,14.57,4.98838,11.5961,SRR3729606_peak_7722
12,57591303,57592352,1050,57592133,34,16.6985,5.48413,13.5839,SRR3729606_peak_7723
12,57593198,57593715,518,57593376,24,6.57415,2.99084,4.25904,SRR3729606_peak_7724
12,57697048,57697437,390,57697151,21,5.74499,2.89547,3.52666,SRR3729606_peak_7725
12,57917665,57918399,735,57918101,37,14.8854,4.54608,11.8923,SRR3729606_peak_7726
12,57968083,57969062,980,57968700,24,8.89795,3.8196,6.36689,SRR3729606_peak_7727
12,58261050,58261689,640,58261417,29,11.8142,4.36358,9.04696,SRR3729606_peak_7728
12,58315715,58316099,385,58315859,22,7.31238,3.4045,4.92291,SRR3729606_peak_7729
12,59058164,59058846,683,59058534,37,19.2157,5.9542,15.9438,SRR3729606_peak_7730
12,59058962,59059333,372,59059090,22,7.82919,3.60386,5.38806,SRR3729606_peak_7731
12,59059497,59060739,1243,59059949,36,16.6403,5.20634,13.5369,SRR3729606_peak_7732
12,59064026,59065224,1199,59064312,24,7.92101,3.45938,5.47366,SRR3729606_peak_7733
12,59086659,59087267,609,59086691,20,4.08258,2.35296,2.07872,SRR3729606_peak_7734
12,59087406,59087851,446,59087672,22,7.43969,3.45311,5.04035,SRR3729606_peak_7735
12,59107517,59108485,969,59108149,37,19.2157,5.9542,15.9438,SRR3729606_peak_7736
12,59112928,59114317,1390,59113494,56,33.99,7.88739,29.9961,SRR3729606_peak_7737
12,59140286,59140845,560,59140555,24,7.92101,3.45938,5.47366,SRR3729606_peak_7738
12,59141799,59142176,378,59142043,21,6.79348,3.29067,4.45875,SRR3729606_peak_7739
12,59142344,59142979,636,59142642,28,11.4368,4.3377,8.69225,SRR3729606_peak_7740
12,59151056,59151870,815,59151419,21,6.79348,3.29067,4.45875,SRR3729606_peak_7741
12,59152937,59153423,487,59153136,34,16.6985,5.48413,13.5839,SRR3729606_peak_7742
12,59155744,59156184,441,59155888,22,6.4996,3.10165,4.20147,SRR3729606_peak_7743
12,59163499,59163920,422,59163751,20,6.57585,3.29048,4.25904,SRR3729606_peak_7744
12,59176124,59178234,2111,59177916,58,36.6455,8.38302,32.5529,SRR3729606_peak_7745
12,59180080,59180832,753,59180477,25,9.38834,3.90352,6.81197,SRR3729606_peak_7746
12,59188376,59188862,487,59188732,23,8.48327,3.76055,5.98143,SRR3729606_peak_7747
12,59190237,59190631,395,59190425,23,7.31204,3.32101,4.92291,SRR3729606_peak_7748
12,59192337,59193067,731,59192729,29,8.76887,3.36137,6.24634,SRR3729606_peak_7749
12,59195318,59195875,558,59195773,18,5.40094,2.9771,3.21245,SRR3729606_peak_7750
12,59196203,59196733,531,59196629,21,7.19313,3.44717,4.81395,SRR3729606_peak_7751
12,59202119,59202688,570,59202426,21,7.07172,3.39927,4.71467,SRR3729606_peak_7752
12,59202789,59203242,454,59203094,24,6.0025,2.80114,3.74827,SRR3729606_peak_7753
12,59207761,59208693,933,59208347,31,14.2904,5.01406,11.3331,SRR3729606_peak_7754
12,59221687,59223230,1544,59221927,23,6.2297,2.93752,3.95461,SRR3729606_peak_7755
12,59223538,59224051,514,59223889,25,9.84275,4.07392,7.22448,SRR3729606_peak_7756
12,59225578,59226745,1168,59226398,24,8.44391,3.64998,5.95596,SRR3729606_peak_7757
12,59240988,59242504,1517,59242173,45,24.9364,6.71597,21.3549,SRR3729606_peak_7758
12,59253669,59254051,383,59253909,23,8.48327,3.76055,5.98143,SRR3729606_peak_7759
12,59266223,59267083,861,59266868,51,27.0837,6.54168,23.398,SRR3729606_peak_7760
12,60698863,60699247,385,60699059,25,9.69293,4.01732,7.09443,SRR3729606_peak_7761
12,63648729,63649124,396,63648972,18,5.40094,2.9771,3.21245,SRR3729606_peak_7762
12,65011882,65013657,1776,65012605,40,20.985,6.13262,17.61,SRR3729606_peak_7763
12,65014575,65014974,400,65014801,23,5.95511,2.84348,3.71757,SRR3729606_peak_7764
12,65082667,65083190,524,65082958,30,10.9689,3.97804,8.26369,SRR3729606_peak_7765
12,65083763,65084146,384,65083964,21,7.19313,3.44717,4.81395,SRR3729606_peak_7766
12,65120010,65122813,2804,65120460,61,37.4896,8.15349,33.3645,SRR3729606_peak_7767
12,65219136,65220096,961,65219690,42,23.6313,6.73764,20.1127,SRR3729606_peak_7768
12,66121120,66121518,399,66121246,19,5.65327,3.00271,3.44355,SRR3729606_peak_7769
12,69203117,69203524,408,69203337,22,6.28748,3.02468,4.00797,SRR3729606_peak_7770
12,69205286,69205939,654,69205640,38,20.0775,6.11089,16.754,SRR3729606_peak_7771
12,69206173,69206868,696,69206518,25,9.84275,4.07392,7.22448,SRR3729606_peak_7772
12,69215193,69215682,490,69215326,42,23.6313,6.73764,20.1127,SRR3729606_peak_7773
12,69230289,69230920,632,69230576,54,21.9943,4.91546,18.5634,SRR3729606_peak_7774
12,69231034,69231895,862,69231637,27,7.40937,3.07233,5.014,SRR3729606_peak_7775
12,69232609,69234574,1966,69233836,39,13.458,3.97731,10.5686,SRR3729606_peak_7776
12,69243837,69244735,899,69244197,49,29.2472,7.50676,25.4613,SRR3729606_peak_7777
12,69274577,69275509,933,69275269,40,21.8336,6.42427,18.4104,SRR3729606_peak_7778
12,69288634,69289193,560,69288899,20,6.57585,3.29048,4.25904,SRR3729606_peak_7779
12,69344161,69344631,471,69344318,20,4.75939,2.59599,2.66456,SRR3729606_peak_7780
12,69403688,69404524,837,69404203,28,12.0012,4.54399,9.20973,SRR3729606_peak_7781
12,69407214,69407681,468,69407371,18,5.40094,2.9771,3.21245,SRR3729606_peak_7782
12,69408413,69409163,751,69408593,24,7.67479,3.37136,5.25835,SRR3729606_peak_7783
12,69410654,69411228,575,69410924,25,9.02567,3.77022,6.48366,SRR3729606_peak_7784
12,69418001,69419055,1055,69418546,70,52.336,11.1249,47.7196,SRR3729606_peak_7785
12,69422706,69423311,606,69423113,22,7.82919,3.60386,5.38806,SRR3729606_peak_7786
12,69423808,69424336,529,69424030,25,8.81592,3.69421,6.28979,SRR3729606_peak_7787
12,69548851,69549534,684,69549187,36,18.1291,5.7143,14.9292,SRR3729606_peak_7788
12,69583949,69584810,862,69584625,37,16.2211,4.95549,13.1395,SRR3729606_peak_7789
12,69603182,69603563,382,69603285,26,6.67402,2.90251,4.34964,SRR3729606_peak_7790
12,69620895,69621904,1010,69621246,45,21.7897,5.73622,18.3764,SRR3729606_peak_7791
12,69629115,69630429,1315,69629616,36,10.5768,3.42218,7.89905,SRR3729606_peak_7792
12,69650008,69650401,394,69650174,22,7.82919,3.60386,5.38806,SRR3729606_peak_7793
12,69727738,69728223,486,69728081,23,8.48327,3.76055,5.98143,SRR3729606_peak_7794
12,69729176,69731056,1881,69730294,43,22.117,6.08851,18.6803,SRR3729606_peak_7795
12,69743761,69744138,378,69743839,23,8.07216,3.60325,5.61245,SRR3729606_peak_7796
12,69760495,69761040,546,69760749,22,7.82919,3.60386,5.38806,SRR3729606_peak_7797
12,69770171,69772391,2221,69771583,38,16.2694,4.86332,13.187,SRR3729606_peak_7798
12,69780314,69780760,447,69780523,26,10.5469,4.23061,7.86982,SRR3729606_peak_7799
12,69804187,69804780,594,69804532,45,20.9896,5.50315,17.6134,SRR3729606_peak_7800
12,69804862,69805449,588,69805138,26,10.5469,4.23061,7.86982,SRR3729606_peak_7801
12,69843117,69843664,548,69843234,31,12.282,4.31534,9.47347,SRR3729606_peak_7802
12,69910580,69911189,610,69911044,23,6.03646,2.87121,3.77794,SRR3729606_peak_7803
12,69938798,69939410,613,69939089,27,9.84517,3.87451,7.22513,SRR3729606_peak_7804
12,70243375,70244268,894,70243779,26,8.66289,3.55354,6.14825,SRR3729606_peak_7805
12,70250920,70251871,952,70251508,29,12.7504,4.70068,9.90356,SRR3729606_peak_7806
12,70259187,70261273,2087,70260761,38,18.8644,5.69397,15.6191,SRR3729606_peak_7807
12,70262818,70263510,693,70263176,25,5.32831,2.53764,3.16344,SRR3729606_peak_7808
12,70265277,70267048,1772,70265673,39,15.64,4.57863,12.5966,SRR3729606_peak_7809
12,70267130,70267911,782,70267669,26,9.76466,3.94198,7.1604,SRR3729606_peak_7810
12,70268067,70268997,931,70268389,38,17.5385,5.25932,14.3664,SRR3729606_peak_7811
12,70269282,70272292,3011,70270598,42,22.7151,6.42502,19.2518,SRR3729606_peak_7812
12,70272592,70274464,1873,70274139,38,19.0981,5.77285,15.8389,SRR3729606_peak_7813
12,70274542,70275547,1006,70274838,29,11.2036,4.15126,8.48277,SRR3729606_peak_7814
12,70277763,70278956,1194,70278601,40,19.3757,5.60316,16.0953,SRR3729606_peak_7815
12,70280841,70282284,1444,70281916,29,12.0318,4.44066,9.23775,SRR3729606_peak_7816
12,70499774,70500299,526,70499954,29,10.7138,3.98519,8.02646,SRR3729606_peak_7817
12,70506142,70507017,876,70506655,31,14.2904,5.01406,11.3331,SRR3729606_peak_7818
12,70754169,70754613,445,70754317,26,8.15944,3.38283,5.69432,SRR3729606_peak_7819
12,70760178,70761008,831,70760728,23,8.1372,3.62791,5.67452,SRR3729606_peak_7820
12,70778113,70778509,397,70778418,21,6.48157,3.17082,4.18627,SRR3729606_peak_7821
12,70871433,70872655,1223,70872384,24,9.15467,3.91724,6.59351,SRR3729606_peak_7822
12,70873150,70873826,677,70873472,29,9.38924,3.55435,6.81206,SRR3729606_peak_7823
12,70916965,70917378,414,70917187,27,7.20795,3.01001,4.82718,SRR3729606_peak_7824
12,70984275,70985232,958,70984893,34,14.8374,4.84313,11.8526,SRR3729606_peak_7825
12,71015081,71017111,2031,71015705,49,24.271,5.98168,20.7246,SRR3729606_peak_7826
12,71020708,71022531,1824,71021722,51,32.1884,8.14785,28.2644,SRR3729606_peak_7827
12,71026738,71027411,674,71027054,28,9.93316,3.81373,7.30715,SRR3729606_peak_7828
12,71045940,71047167,1228,71046379,51,27.8958,6.7812,24.1691,SRR3729606_peak_7829
12,71047808,71048829,1022,71048100,31,12.618,4.42801,9.78907,SRR3729606_peak_7830
12,71056166,71056571,406,71056259,20,6.49313,3.25737,4.19699,SRR3729606_peak_7831
12,71060945,71063184,2240,71062159,70,50.0822,10.4015,45.5426,SRR3729606_peak_7832
12,71089299,71089724,426,71089599,19,5.97816,3.13379,3.72594,SRR3729606_peak_7833
12,71089873,71091638,1766,71090916,34,16.4844,5.40794,13.3858,SRR3729606_peak_7834
12,71094703,71095536,834,71095170,30,10.6219,3.86571,7.93909,SRR3729606_peak_7835
12,71097729,71098147,419,71098000,24,9.15467,3.91724,6.59351,SRR3729606_peak_7836
12,71099921,71100397,477,71100212,23,8.34317,3.70657,5.86415,SRR3729606_peak_7837
12,71182885,71184526,1642,71183688,83,62.7455,11.7042,57.8595,SRR3729606_peak_7838
12,71358017,71358698,682,71358311,27,9.81391,3.86361,7.20704,SRR3729606_peak_7839
12,71401556,71402627,1072,71401765,34,11.6055,3.84041,8.85,SRR3729606_peak_7840
12,71412641,71413134,494,71412825,25,8.81811,3.69501,6.29134,SRR3729606_peak_7841
12,71415194,71415999,806,71415839,26,8.40254,3.46474,5.91845,SRR3729606_peak_7842
12,71420298,71420954,657,71420753,18,5.40094,2.9771,3.21245,SRR3729606_peak_7843
12,71476364,71477155,792,71476578,36,18.365,5.79751,15.1435,SRR3729606_peak_7844
12,71484882,71485281,400,71485023,22,7.43969,3.45311,5.04035,SRR3729606_peak_7845
12,71493153,71493977,825,71493573,35,17.4695,5.62079,14.3138,SRR3729606_peak_7846
12,71765556,71766315,760,71766038,37,19.2157,5.9542,15.9438,SRR3729606_peak_7847
12,71815352,71815805,454,71815534,30,13.0398,4.68605,10.1748,SRR3729606_peak_7848
12,71877088,71877537,450,71877367,28,11.4817,4.35392,8.73516,SRR3729606_peak_7849
12,71877850,71878743,894,71878157,38,18.4062,5.54132,15.182,SRR3729606_peak_7850
12,71882793,71884038,1246,71883651,26,8.02425,3.3377,5.57083,SRR3729606_peak_7851
12,71887234,71887747,514,71887691,19,4.3681,2.5058,2.31699,SRR3729606_peak_7852
12,71894647,71895357,711,71895274,25,7.56686,3.25754,5.15711,SRR3729606_peak_7853
12,71895738,71896194,457,71896003,20,5.795,2.98379,3.57293,SRR3729606_peak_7854
12,71910599,71911721,1123,71910905,37,14.2188,4.3497,11.2743,SRR3729606_peak_7855
12,71922029,71922490,462,71922314,18,4.71927,2.7002,2.62772,SRR3729606_peak_7856
12,71926624,71927373,750,71926731,29,11.2036,4.15126,8.48277,SRR3729606_peak_7857
12,71931517,71933861,2345,71932452,39,15.7966,4.62377,12.7461,SRR3729606_peak_7858
12,71952040,71953123,1084,71952822,32,13.1761,4.50986,10.3047,SRR3729606_peak_7859
12,71958369,71958986,618,71958682,27,9.49827,3.75452,6.91302,SRR3729606_peak_7860
12,71980918,71981650,733,71981078,27,7.68874,3.15973,5.27174,SRR3729606_peak_7861
12,71982808,71983811,1004,71983412,33,12.0749,4.06204,9.27961,SRR3729606_peak_7862
12,72039073,72040332,1260,72039855,32,12.6599,4.33976,9.82702,SRR3729606_peak_7863
12,72043400,72044579,1180,72044086,30,12.8337,4.61264,9.98308,SRR3729606_peak_7864
12,72045252,72046003,752,72045593,35,14.1302,4.51044,11.1903,SRR3729606_peak_7865
12,72117145,72117773,629,72117461,30,12.5003,4.49527,9.67976,SRR3729606_peak_7866
12,72130928,72133524,2597,72131405,52,25.1674,5.88764,21.577,SRR3729606_peak_7867
12,72315164,72315909,746,72315638,24,9.01197,3.86281,6.47259,SRR3729606_peak_7868
12,72316427,72316826,400,72316596,22,7.82919,3.60386,5.38806,SRR3729606_peak_7869
12,72331948,72332796,849,72332494,46,22.7925,5.91268,19.3187,SRR3729606_peak_7870
12,72334857,72336067,1211,72335393,29,8.54077,3.29178,6.035,SRR3729606_peak_7871
12,72508264,72508882,619,72508718,46,23.1904,6.03122,19.6982,SRR3729606_peak_7872
12,72513933,72514778,846,72514270,25,8.81811,3.69501,6.29134,SRR3729606_peak_7873
12,72536885,72537403,519,72537109,31,14.2413,4.99626,11.296,SRR3729606_peak_7874
12,72582479,72583776,1298,72582943,36,16.3341,5.10549,13.2491,SRR3729606_peak_7875
12,72639551,72640497,947,72639825,22,7.59806,3.51404,5.1873,SRR3729606_peak_7876
12,72650393,72650946,554,72650892,19,4.3681,2.5058,2.31699,SRR3729606_peak_7877
12,72667357,72667745,389,72667509,23,8.48327,3.76055,5.98143,SRR3729606_peak_7878
12,72671373,72671947,575,72671777,24,8.44391,3.64998,5.95596,SRR3729606_peak_7879
12,72675236,72675815,580,72675520,22,7.82919,3.60386,5.38806,SRR3729606_peak_7880
12,72684675,72685121,447,72684976,23,8.48327,3.76055,5.98143,SRR3729606_peak_7881
12,72695807,72696501,695,72696278,29,12.7504,4.70068,9.90356,SRR3729606_peak_7882
12,72711472,72712362,891,72711796,51,26.1201,6.26507,22.4804,SRR3729606_peak_7883
12,72740809,72741673,865,72741163,24,9.15467,3.91724,6.59351,SRR3729606_peak_7884
12,72806809,72807909,1101,72807563,119,97.9768,14.356,92.6893,SRR3729606_peak_7885
12,72808888,72809338,451,72809165,20,6.57585,3.29048,4.25904,SRR3729606_peak_7886
12,72814657,72815108,452,72814761,22,7.82919,3.60386,5.38806,SRR3729606_peak_7887
12,72832946,72833416,471,72833123,20,6.57585,3.29048,4.25904,SRR3729606_peak_7888
12,72833710,72834283,574,72833964,28,10.8261,4.12047,8.13128,SRR3729606_peak_7889
12,72838910,72839382,473,72839038,25,7.79824,3.33642,5.37141,SRR3729606_peak_7890
12,73091034,73091415,382,73091276,19,5.97816,3.13379,3.72594,SRR3729606_peak_7891
12,73137482,73138310,829,73137677,45,25.219,6.80901,21.6259,SRR3729606_peak_7892
12,73170321,73170949,629,73170671,30,10.9689,3.97804,8.26369,SRR3729606_peak_7893
12,73321558,73322158,601,73321801,22,7.31238,3.4045,4.92291,SRR3729606_peak_7894
12,73333101,73334149,1049,73333459,38,18.5783,5.59835,15.3483,SRR3729606_peak_7895
12,73388429,73389271,843,73388739,27,10.3711,4.06024,7.71815,SRR3729606_peak_7896
12,73400372,73400831,460,73400672,28,10.5171,4.01288,7.85085,SRR3729606_peak_7897
12,73527961,73528494,534,73528206,24,9.15467,3.91724,6.59351,SRR3729606_peak_7898
12,73584291,73584853,563,73584526,25,9.84275,4.07392,7.22448,SRR3729606_peak_7899
