symbol	log2FC_MYC	padj_MYC
Clca1	-0.004096051	NA
Clca2	0.073005887	NA
Clca3a1	-0.619711787	0.038152191
Clca3a2	-0.088689389	0.874877916
Clca3b	NA	NA
Clca4a	NA	NA
Clca4b	NA	NA
Clca4c-ps	0.013269538	NA
Clcc1	0.061272108	0.777942406
Clcf1	-0.203852303	0.653314064
Clcn1	0.069710285	NA
Clcn2	0.215869496	0.440260837
Clcn3	-0.035314672	0.871262238
Clcn4-2	-0.177908216	0.111859777
Clcn5	-0.157149492	0.631199287
Clcn6	-0.171390427	0.658997977
Clcn7	0.112052308	0.396158653
Clcnka	-0.042714014	NA
Clcnkb	-0.004345208	NA
Cldn1	-0.624888191	0.009678313
Cldn10	0.051067013	NA
Cldn11	0.038731861	NA
Cldn12	-0.013157528	0.95086269
Cldn13	-0.06017953	NA
Cldn14	0.130043996	0.660683884
Cldn15	0.39969045	0.3229874
Cldn16	-0.042194705	NA
Cldn17	NA	NA
Cldn18	-0.034163972	NA
Cldn19	-0.012551316	NA
Cldn2	-0.346896683	0.016033732
Cldn20	0.125587786	0.81853537
Cldn22	NA	NA
Cldn23	-0.188058748	NA
Cldn24	-0.116212239	NA
Cldn3	-0.32538051	0.000631558
Cldn4	-0.149874126	NA
Cldn5	0.429654059	0.01034839
Cldn6	0.042496729	NA
Cldn7	-0.01188976	0.986055197
Cldn8	0.130498272	0.809873495
Cldn9	NA	NA
Cldnd1	0.219597649	0.193952639
Cldnd2	0.069636056	NA
Clec10a	0.253112709	0.590660364
Clec11a	0.138941196	0.759049483
Clec12a	-0.232883193	0.483063622
Clec12b	-0.097068283	NA
Clec14a	-0.010218464	0.979743979
Clec16a	-0.052799072	0.812670129
Clec18a	-0.043158346	0.945662244
Clec1a	0.180808093	0.489074203
Clec1b	-0.00753117	0.985353289
Clec2d	0.100932515	0.695959826
Clec2e	-0.265709961	0.553107965
Clec2g	0.328173314	0.454762913
Clec2h	-0.410582901	0.308236158
Clec2i	0.068131682	0.908388762
Clec2l	-0.003258487	NA
Clec3a	NA	NA
Clec3b	0.102765335	NA
Clec4a1	-0.300257488	0.487873194
Clec4a2	-0.194076716	0.658844217
Clec4a3	-0.090819711	0.858145814
Clec4a4	0.057493749	NA
Clec4b1	-0.171699699	NA
Clec4b2	-0.041815601	NA
Clec4d	0.249346627	NA
Clec4e	0.064703239	0.905431406
Clec4f	-0.139820446	0.470170937
Clec4g	0.07755471	0.649548682
Clec4n	0.358823758	0.278265206
Clec5a	0.148726615	0.758620995
Clec7a	-0.073111857	0.883263274
Clec9a	-0.389639605	0.257864748
Clgn	-0.041815601	NA
Clhc1	-0.042696253	NA
Clic1	-0.095756524	0.601745622
Clic3	0.362930851	0.372678662
Clic4	-0.137586712	0.419144617
Clic5	-0.537059648	0.086926336
Clic6	0.017704366	NA
Clint1	-0.109967185	0.627445598
Clip1	0.149931875	0.395697651
Clip2	0.030547822	0.934905015
Clip3	-0.413366694	0.311763074
Clip4	0.235234199	0.611313092
Clk1	0.154747457	0.404954176
Clk2	0.006606952	0.981031917
Clk3	0.166712838	0.256724507
Clk4	0.251432864	0.090814035
Clmn	-0.062647676	0.888694501
Clmp	-0.701232529	0.03385741
Cln3	0.027457252	0.928528174
Cln5	-0.011206496	0.967841719
Cln6	-0.037065779	0.932387293
Cln8	-0.117704982	0.609417491
Clnk	-0.023229083	NA
Clns1a	0.008097579	0.981031917
Clock	-0.527931908	0.023842713
Clp1	0.178597596	0.455308327
Clpb	0.190123074	0.202790659
Clpp	-0.192470746	0.310163938
Clps	-0.042714014	NA
Clpsl2	NA	NA
Clptm1	-0.197830242	0.072226303
Clptm1l	-0.023888134	0.926994771
Clpx	-0.448756187	0.082468438
Clrn1	0.046012573	0.940471245
Clrn2	NA	NA
Clrn3	NA	NA
Clspn	-0.386045132	0.33417993
Clstn1	-0.151786214	0.598946281
Clstn2	0.16512812	0.744345
Clstn3	-0.860319846	0.010613456
Clta	0.0202806	0.926013616
Cltb	-0.078205254	0.765157895
Cltc	-0.124438542	0.380704662
Clu	-0.204972453	0.422536288
Cluap1	0.303026772	0.234656921
Cluh	-0.170725283	0.048731741
Clvs1	-0.06017953	NA
Clvs2	NA	NA
Clybl	0.179955443	0.480766995
Cma1	-0.076098022	NA
Cma2	NA	NA
Cmah	-0.31592049	0.107177259
Cmas	0.138719341	0.328468843
Cmbl	-0.08499739	0.732164618
Cmc1	0.105704896	0.677477295
Cmc2	0.088951382	0.73863804
Cmip	0.092499846	0.755023673
Cmklr1	-0.080162069	0.80045403
Cml1	-0.215771163	0.21132117
Cml2	-0.218507013	0.115926928
Cml3	0.158196955	0.760924751
Cml5	-0.084992882	0.785988431
Cmpk1	0.125123933	0.527314451
Cmpk2	-1.167077186	1.75E-05
Cmss1	0.25784499	0.468514274
Cmtm2a	-0.041367315	NA
Cmtm2b	-0.111673407	NA
Cmtm3	0.126804524	0.657735452
Cmtm4	-0.063612102	0.780807976
Cmtm5	0.053020024	NA
Cmtm6	-0.461084551	1.47E-05
Cmtm7	-0.21108568	0.482504273
Cmtm8	-0.315702621	0.095340134
Cmtr1	-0.035868941	0.845297021
Cmtr2	0.543601774	0.019364299
Cmya5	-0.01398343	0.982983897
Cnbd2	0.275414417	0.538897433
Cnbp	-0.144997262	0.276833978
Cndp1	-0.235306104	0.602659048
Cndp2	-0.113513759	0.55252828
Cnep1r1	0.236425574	0.17509623
Cnfn	0.071712059	NA
Cnga1	0.015673915	NA
Cnga2	NA	NA
Cnga3	0.079333669	0.891253627
Cnga4	0.088378207	NA
Cngb1	-0.043241293	NA
Cngb3	-0.004096051	NA
Cnih1	-0.099106535	0.642186577
Cnih2	-0.063470818	0.888694501
Cnih3	-0.002423388	NA
Cnih4	0.098556589	0.671883836
Cnksr1	0.332604222	NA
Cnksr2	0.014980549	NA
Cnksr3	0.016999923	0.965301638
Cnn1	0.357844203	0.395697651
Cnn2	0.002662853	0.995715012
Cnn3	0.056199431	0.78964483
Cnnm1	0.321766689	NA
Cnnm2	-0.065967428	0.851403915
Cnnm3	-0.511051413	0.031305289
Cnnm4	0.220862955	0.268751064
Cnot1	-0.324743369	0.00097173
Cnot10	0.044013065	0.826499425
Cnot11	0.205462365	0.130657131
Cnot2	-0.057028643	0.708420304
Cnot3	-0.069232374	0.795400169
Cnot4	0.067766731	0.799791631
Cnot6	0.110466324	0.572653771
Cnot6l	0.214711115	0.21132117
Cnot7	0.147054389	0.395697651
Cnot8	0.142042306	0.466367767
Cnp	-0.204308803	0.520809869
Cnppd1	-0.049337054	0.873514293
Cnpy1	-0.041367315	NA
Cnpy2	-0.21294912	0.07099956
Cnpy3	0.035017421	0.887637493
Cnpy4	0.060299003	0.843378993
Cnr1	0.016530072	NA
Cnr2	0.040374058	0.924996841
Cnrip1	0.00182417	0.997818246
Cnst	0.548009891	0.02527667
Cntd1	-0.098262873	0.856799888
Cntf	-0.027166619	0.965710163
Cntfr	-0.13857193	0.774380419
Cntln	-0.181132471	0.646316904
Cntn1	0.272542938	0.290824151
Cntn2	-0.117332857	0.821713788
Cntn3	0.156040952	NA
Cntn4	NA	NA
Cntn5	NA	NA
Cntn6	-0.061786019	NA
Cntnap1	0.312602229	0.368893715
Cntnap2	0.052777539	NA
Cntnap3	-0.097671464	NA
Cntnap4	0.015700469	NA
Cntnap5a	NA	NA
Cntnap5b	NA	NA
Cntnap5c	NA	NA
Cntrl	0.077700534	0.722945913
Cntrob	0.087495003	0.781207188
Coa3	-0.235954198	0.075156945
Coa4	0.038294107	0.906533471
Coa5	-0.145216089	0.171502029
Coa6	0.30038158	0.093932876
Coa7	-0.082198851	0.680503017
Coasy	0.0222729	0.908916897
Cobl	-0.379543598	0.114395168
Cobll1	-0.21082601	0.295320058
Coch	0.440374114	0.241258059
Cog1	-0.023363768	0.930514005
Cog2	-0.140956539	0.427730137
Cog3	0.441467484	0.000879841
Cog4	-0.16740517	0.270328459
Cog5	-0.107912396	0.588971618
Cog6	0.25564322	0.085989713
Cog7	-0.041843237	0.854717772
Cog8	0.132240844	0.445110404
Coil	0.283798047	0.216139734
Col10a1	0.017732315	0.972336733
Col11a1	-0.003258487	NA
Col11a2	0.406629194	0.269686366
Col12a1	-0.278546761	0.472577411
Col13a1	0.239908352	0.494860194
Col14a1	-0.486496827	0.042493952
Col15a1	0.076850626	0.881498368
Col16a1	-0.276468594	0.406152707
Col17a1	0.489243473	0.166010485
Col18a1	-0.14172646	0.285451801
Col19a1	0.034114042	NA
Col1a1	-0.869685893	0.008864692
Col1a2	-0.865125992	7.18E-06
Col20a1	0.350656531	0.029958226
Col22a1	-0.028008199	NA
Col23a1	0.072338446	0.903647519
Col24a1	-0.367628403	0.38523747
Col25a1	-0.022712722	0.970932248
Col26a1	-0.041367315	NA
Col27a1	0.069031164	0.908153504
Col28a1	-0.063452242	NA
Col2a1	NA	NA
Col3a1	-0.753499114	3.06E-05
Col4a1	-0.462065886	0.031556886
Col4a2	-0.337694527	0.148731696
Col4a3	-0.215758947	0.57886167
Col4a3bp	0.316488117	0.03101894
Col4a4	-0.281211246	0.539482666
Col4a5	0.313012254	0.433822699
Col4a6	0.419351089	0.305648547
Col5a1	-0.482609207	0.038997766
Col5a2	0.028392359	0.963683757
Col5a3	-0.8659872	0.008163726
Col6a1	-0.491504899	0.023690209
Col6a2	-0.649717578	0.00302125
Col6a4	0.038595848	NA
Col6a5	0.109056098	0.838223973
Col6a6	-0.413526707	0.305949299
Col7a1	-0.266796968	0.542969906
Col8a1	-0.401492005	0.219717709
Col8a2	-0.27177924	0.558281403
Col9a1	-0.041815601	NA
Col9a2	0.114410954	NA
Col9a3	0.012968448	0.984098837
Colec10	0.112782871	0.774508241
Colec11	-0.088829831	0.752218521
Colec12	-0.125373894	0.400928571
Colgalt1	-0.01535497	0.954379773
Colgalt2	0.650523066	0.039872766
Colq	0.110994894	NA
Commd1	0.133947008	0.571993605
Commd10	0.349290122	0.247004322
Commd2	0.509713516	3.77E-05
Commd3	-0.052397119	0.831756624
Commd4	-0.340201308	0.024263712
Commd5	0.34141592	0.017664818
Commd6	0.090139633	0.665066541
Commd7	-0.348048593	0.049717594
Commd8	0.198195105	0.130056617
Commd9	0.164810751	0.324333408
Comp	-0.058328141	NA
Comt	-0.312054901	0.012286414
Comtd1	0.044204408	0.936803525
Copa	-0.109400182	0.38763649
Copb1	0.062036517	0.800012985
Copb2	-0.327370051	0.011990441
Cope	0.049604093	0.786130249
Copg1	0.089440375	0.641503953
Copg2	-0.041829632	0.898410813
Coprs	0.232348511	0.438499885
Cops2	0.140111506	0.430372998
Cops3	0.127553178	0.462182282
Cops4	0.110331717	0.536244362
Cops5	0.111761709	0.472411752
Cops6	-0.244407126	0.043792913
Cops7a	0.213281964	0.053488675
Cops7b	-0.226712541	0.210894547
Cops8	0.091661433	0.668004033
Copz1	-0.134667379	0.287848951
Copz2	0.057142422	0.840889491
Coq10a	-0.125483815	0.588362117
Coq10b	0.894816751	0.002072977
Coq2	-0.051068057	0.809662399
Coq3	-0.01386519	0.956668576
Coq4	0.306781601	0.077990069
Coq5	0.295015887	0.051673306
Coq6	0.187896729	0.362240746
Coq7	-0.255906543	0.312869272
Coq9	0.030153489	0.889791786
Corin	-0.043790929	0.944518407
Coro1a	0.061406411	0.897109489
Coro1b	-0.252691778	0.039202111
Coro1c	-0.128093797	0.496392488
Coro2a	-0.057923564	0.876455917
Coro2b	-0.282123151	0.446196331
Coro6	0.141233332	NA
Coro7	-0.101235587	0.702807943
Cort	-0.181390217	NA
Cotl1	0.01129643	0.970395277
Cox10	0.463930898	0.001435048
Cox11	-0.221183695	0.213459733
Cox14	-0.092951593	0.662530805
Cox15	0.095307183	0.545155023
Cox16	0.232714638	0.184802502
Cox17	-0.111967645	0.730030124
Cox18	-0.183386007	0.507744193
Cox19	-0.190430926	0.404404031
Cox20	-0.25651027	0.215149048
Cox4i1	-0.101992095	0.647723854
Cox4i2	-0.011341259	NA
Cox5a	0.124235441	0.659529254
Cox5b	0.137406682	0.640141403
Cox6a1	-0.194015626	0.265484571
Cox6a2	-0.019960663	NA
Cox6b1	0.073492124	0.843378993
Cox6b2	0.085927123	NA
Cox6c	0.092183919	0.843541477
Cox7a1	0.153919636	0.770234957
Cox7a2	0.074268843	0.833973122
Cox7a2l	-0.017197179	0.942076269
Cox7b	0.117534861	0.738517425
Cox7b2	NA	NA
Cox7c	0.029021111	0.932889066
Cox8a	-0.062614882	0.769003607
Cox8b	0.007439966	NA
Cox8c	NA	NA
Cp	-0.007999242	0.984098837
Cpa1	-0.141908442	NA
Cpa2	0.038595848	NA
Cpa3	-0.083024264	NA
Cpa4	NA	NA
Cpa5	NA	NA
Cpa6	NA	NA
Cpb1	-0.042194705	NA
Cpb2	0.042793404	0.921022627
Cpd	-0.011579416	0.968741876
Cpe	-0.37771894	0.358386423
Cpeb1	0.146860378	0.775792541
Cpeb2	-0.552169736	0.002474163
Cpeb3	0.475720785	0.006188981
Cpeb4	-0.307839339	0.250644369
Cped1	-0.045965531	0.803304359
Cphx1	NA	NA
Cplx1	-0.042194705	NA
Cplx2	-0.373849515	0.276962856
Cplx3	0.085976111	NA
Cplx4	0.038595848	NA
Cpm	0.666064038	0.00930854
Cpn1	-0.043608699	0.838223973
Cpn2	-0.113682954	0.396422233
Cpne1	-0.060518795	0.677696956
Cpne2	-0.248350278	0.34994288
Cpne3	0.212033556	0.140094215
Cpne4	0.051067013	NA
Cpne5	0.020691915	0.96280733
Cpne6	-0.042194705	NA
Cpne7	0.069230013	NA
Cpne8	-0.255225959	0.572817405
Cpne9	0.281771169	0.536667981
Cpox	0.253685585	0.12020648
Cpped1	0.022603375	0.930387788
Cpq	-0.005427062	0.986386025
Cps1	0.09231637	0.840397955
Cpsf1	-0.166244159	0.170776923
Cpsf2	0.036961508	0.880186615
Cpsf3	-0.037487886	0.860055681
Cpsf3l	0.203528982	0.233458417
Cpsf4	0.282504252	0.170333391
Cpsf4l	0.680256371	0.03403395
Cpsf6	0.352651081	0.023499382
Cpsf7	0.121901052	0.424429319
Cpt1a	-0.26617881	0.168016437
Cpt1b	-0.189774081	0.523783338
Cpt1c	0.038291571	0.951453668
Cpt2	-0.348051751	0.000325548
Cptp	0.1934069	0.368750261
Cpvl	NA	NA
Cpxcr1	NA	NA
Cpxm1	-0.178999125	0.711481425
Cpxm2	0.205146501	0.680337263
Cpz	-0.242522632	0.610536485
Cr1l	0.058258208	0.759011205
Cr2	-0.198667556	0.655187542
Crabp1	NA	NA
Crabp2	-0.042714014	NA
Cracr2a	-0.024737334	NA
Cracr2b	0.073797006	0.832864471
Cradd	-0.112567303	0.654444499
Cramp1l	-0.175117684	0.224200113
Crat	-0.273110596	0.368703186
Crb1	0.073468617	NA
Crb2	0.074478606	0.9012715
Crb3	0.03450887	0.92317347
Crbn	0.346905842	0.003513692
Crcp	0.254077856	0.296249028
Crct1	NA	NA
Creb1	-0.083827913	0.755243144
Creb3	0.071872193	0.685368771
Creb3l1	-0.527697605	0.166348255
Creb3l2	0.479839174	0.033995426
Creb3l3	-0.180396548	0.282839355
Creb3l4	0.00152048	0.99797086
Creb5	-0.160689734	NA
Crebbp	-0.234236566	0.139276254
Crebl2	-0.202809103	0.216168014
Crebrf	0.14346863	0.700316531
Crebzf	0.553062521	8.67E-11
Creg1	-0.192542082	0.084259104
Creg2	0.093923559	NA
Creld1	-0.387018395	0.130902428
Creld2	-0.157362338	0.724034115
Crem	-0.206203727	0.370007817
Crh	NA	NA
Crhbp	NA	NA
Crhr1	-0.041367315	NA
Crhr2	0.462287364	0.236379473
Crim1	-0.334637409	0.03093673
Crip1	0.343964218	0.196515745
Crip2	-0.383798221	0.219713656
Crip3	-0.206258646	0.670316112
Cript	-0.03109736	0.905838272
Crisp1	NA	NA
Crisp2	0.357851491	NA
Crisp3	-0.042194705	NA
Crisp4	NA	NA
Crispld1	0.07023348	NA
Crispld2	0.278485171	0.525240137
Crk	-0.085196701	0.617091968
Crkl	-0.27562165	0.040551283
Crlf1	0.231414992	NA
Crlf2	-0.316885089	0.340541788
Crlf3	0.230371284	0.099821792
Crls1	0.381652429	0.029152807
Crmp1	-0.125276733	NA
Crnde	0.521540195	NA
Crnkl1	0.242011347	0.146437907
Crnn	NA	NA
Crocc	0.004443247	0.99249249
Crot	-0.380090677	0.031556886
Crp	-0.04515187	0.831455479
Crtac1	NA	NA
Crtam	0.061578555	NA
Crtap	-0.047183656	0.908388762
Crtc1	0.147245477	0.697917898
Crtc2	-0.019114933	0.954124584
Crtc3	-0.562525657	0.005766067
Crx	0.062985566	0.90889383
Crxos	0.099839996	NA
Cry1	0.751360853	0.017673498
Cry2	0.211590758	0.478173812
Cryaa	NA	NA
Cryab	-0.5763751	0.025895242
Cryba1	0.06295846	0.915705297
Cryba2	NA	NA
Cryba4	-0.002341845	NA
Crybb1	-0.041815601	NA
Crybb2	NA	NA
Crybb3	-0.377156526	0.372243261
Crybg3	-0.787710302	7.19E-05
Cryga	NA	NA
Crygb	NA	NA
Crygc	NA	NA
Crygd	NA	NA
Cryge	NA	NA
Crygf	NA	NA
Crygn	-0.3270104	0.457591194
Crygs	-0.086981418	NA
Cryl1	0.234815119	0.529532982
Crym	0.011091713	0.981425737
Cryz	0.177764331	0.297223587
Cryzl1	-0.166481675	0.5296182
Cs	-0.28800585	0.067808884
Csad	-0.314512434	0.14152146
Csdc2	-0.106341019	0.845152819
Csde1	-0.039510009	0.854800107
Cse1l	-0.180638001	0.211785354
Csf1	0.149419733	0.535243745
Csf1r	-0.491535026	0.005416492
Csf2	0.047507332	NA
Csf2ra	-0.015956092	0.971477452
Csf2rb	-0.2459718	0.301411565
Csf2rb2	0.180355725	0.625751232
Csf3	-0.009409774	NA
Csf3r	-0.40774438	0.310986671
Csgalnact1	0.501424459	0.160229554
Csgalnact2	0.289261326	0.161047127
Csk	0.013125166	0.966502349
Csl	0.155157213	0.760928477
Csmd1	-0.189428679	NA
Csmd3	0.163967844	0.753222808
Csn1s1	NA	NA
Csn1s2a	NA	NA
Csn1s2b	NA	NA
Csn2	NA	NA
Csn3	0.038595848	NA
Csnk1a1	0.012310286	0.954124584
Csnk1d	-0.04246763	0.790130302
Csnk1e	0.433690438	0.023604726
Csnk1g1	0.186960045	0.325016751
Csnk1g2	-0.069477744	0.663934155
Csnk1g3	0.244378573	0.196526843
Csnk2a1	0.007240551	0.972754515
Csnk2a2	0.263363813	0.254521146
Csnk2b	0.002739199	0.991001931
Csnka2ip	NA	NA
Cspg4	-0.007336525	0.991463043
Cspg5	-0.032335692	0.949399372
Cspp1	-0.026212484	0.930686436
Csprs	0.065136596	0.91456291
Csrnp1	0.559772331	0.058626556
Csrnp2	0.275018387	0.260379151
Csrnp3	0.139140881	NA
Csrp1	-0.105629867	0.707656212
Csrp2	-0.058807278	0.869579801
Csrp2bp	0.040400688	0.842596246
Csrp3	-0.115322734	0.653251451
Cst10	NA	NA
Cst11	NA	NA
Cst12	NA	NA
Cst13	NA	NA
Cst3	-0.157037463	0.42831476
Cst6	0.070416602	NA
Cst7	-0.218129188	0.652335044
Cst8	NA	NA
Cst9	NA	NA
Csta1	0.007134463	NA
Cstad	-0.078985175	NA
Cstb	0.038026519	0.897898499
Cstf1	-0.12133924	0.569442073
Cstf2	-0.094379192	0.770135983
Cstf2t	-0.080611157	0.618580368
Cstf3	0.327547337	0.092735433
Cstl1	NA	NA
Ctag2	NA	NA
Ctage5	0.201465834	0.382014433
Ctbp1	0.035757593	0.80866469
Ctbp2	0.273764723	0.149095512
Ctbs	0.270550329	0.054261956
Ctc1	-0.307971579	0.215314928
Ctcf	-0.099589083	0.574450247
Ctcfl	-0.278889736	0.490717298
Ctdnep1	0.15381139	0.557337905
Ctdp1	0.035577753	0.909218955
Ctdsp1	-0.137626583	0.21351598
Ctdsp2	-0.186442017	0.442282227
Ctdspl	-0.199095172	0.425592613
Ctdspl2	0.195445484	0.207981344
Ctf1	0.238803984	0.542457817
Ctf2	0.216588408	NA
Ctgf	0.470813564	0.169177898
Cth	-0.068254538	0.864299788
Cthrc1	0.017219216	NA
Ctif	-0.202842692	0.368758169
Ctla2a	0.223359787	0.42831476
Ctla2b	0.190102887	0.579034926
Ctla4	0.004885882	NA
Ctnna1	-0.30302101	0.004333293
Ctnna2	-0.061786019	NA
Ctnna3	-0.016303579	NA
Ctnnal1	-0.181314274	0.565137868
Ctnnb1	-0.109185113	0.340622268
Ctnnbip1	0.019820061	0.955468417
Ctnnbl1	0.072623024	0.791503856
Ctnnd1	0.063727116	0.679988949
Ctnnd2	-0.338868434	NA
Ctns	0.161879195	0.403760389
Ctps	0.471144681	NA
Ctps2	0.186268265	0.577849557
Ctr9	0.026059966	0.908857215
Ctrb1	0.011881138	NA
Ctrc	NA	NA
Ctrl	0.066737048	0.908806152
Cts3	NA	NA
Cts6	NA	NA
Cts7	NA	NA
Cts8	0.363385649	NA
Cts8-ps	0.087153991	NA
Ctsa	-0.25680097	0.027461036
Ctsb	-0.076581253	0.719706526
Ctsc	0.090567084	0.80866469
Ctsd	-0.057742085	0.765486876
Ctse	-0.385486011	0.083082893
Ctsf	-0.288298521	0.158507787
Ctsg	-0.06452834	NA
Ctsh	-0.063423994	0.839571841
Ctsj	0.091762089	NA
Ctsk	-0.005327244	0.993308625
Ctsl	-0.13092309	0.564451229
Ctsll3	NA	NA
Ctsm	NA	NA
Ctso	0.006254906	0.985897809
Ctsq	0.144510895	NA
Ctsr	NA	NA
Ctss	-0.070765312	0.81691393
Ctsw	0.189009208	0.66739012
Ctsz	-0.20728513	0.144507335
Cttn	0.176112734	0.128210662
Cttnbp2	0.126440296	0.815683317
Cttnbp2nl	0.047118319	0.88492981
Ctu1	0.247738349	0.402367983
Ctu2	0.128273522	0.691116235
Ctxn1	0.594937513	0.102341332
Ctxn2	NA	NA
Ctxn3	-0.041815601	NA
Cubn	-0.117920266	0.831705198
Cuedc1	-0.408411882	0.162665254
Cuedc2	0.12777162	0.630833235
Cul1	0.029063909	0.89561444
Cul2	-0.530959791	0.00110247
Cul3	0.058443466	0.799791631
Cul4a	0.15510148	0.283592902
Cul4b	-0.267899078	0.025522195
Cul5	0.133220662	0.390765525
Cul7	0.150090695	0.698760828
Cul9	0.12637787	0.657735452
Cuta	-0.145382876	0.533407504
Cutal	-0.047992589	0.897781417
Cutc	-0.172349743	0.573578897
Cux1	-0.506892005	0.001045428
Cux2	0.415155666	0.103362592
Cuzd1	0.038595848	NA
Cwc15	0.285624313	0.222702175
Cwc22	-0.123967128	0.636180565
Cwc25	0.044668673	0.864427255
Cwc27	-0.326353108	0.149613777
Cwf19l1	0.699606365	0.000542427
Cwf19l2	0.129893944	0.552165321
Cwh43	NA	NA
Cx3cl1	-0.039741351	0.94724562
Cx3cr1	0.172047001	0.734522918
Cxadr	-0.243945864	0.025805063
Cxcl1	0.670316119	NA
Cxcl10	-0.367734862	0.376213117
Cxcl11	0.086089869	0.863182168
Cxcl12	0.091384562	0.65559533
Cxcl13	-0.352601916	0.412804761
Cxcl14	-0.767761044	0.028723212
Cxcl15	0.233226018	NA
Cxcl16	0.028436484	0.933395089
Cxcl17	0.269798892	0.546241833
Cxcl2	0.448476737	NA
Cxcl3	0.070162511	NA
Cxcl5	0.076562336	NA
Cxcl9	0.06655188	0.904673214
Cxcr1	-0.085098493	NA
Cxcr2	-0.038813528	0.902840418
Cxcr3	0.349599458	0.418222267
Cxcr4	0.132050107	0.807906749
Cxcr5	-0.06668924	0.912275808
Cxcr6	0.416202827	0.226885568
Cxx1a	-0.040874723	0.940471245
Cxx1b	-0.087960149	0.854800107
Cxx1c	-0.23525271	0.599279952
Cxxc1	-0.067138575	0.668666549
Cxxc4	-0.090141726	0.87484794
Cxxc5	-0.221743428	0.202562865
Cyb561	-0.277798027	0.533820922
Cyb561a3	0.054034364	0.811375522
Cyb561d1	-0.562305791	0.00349434
Cyb561d2	-0.15895571	0.413100099
Cyb5a	0.038761837	0.919259876
Cyb5b	-0.21921493	0.066537778
Cyb5d1	0.044582222	0.862789525
Cyb5d2	-0.183345398	0.270477252
Cyb5r1	-0.253778015	0.287982719
Cyb5r2	-0.346959229	0.386949681
Cyb5r3	-0.160783742	0.266070812
Cyb5r4	-0.101032555	0.508062444
Cyb5rl	0.026990013	0.930356058
Cyba	-0.203838137	0.480766995
Cybb	-0.100916735	0.792761873
Cybrd1	-0.119815793	0.82888082
Cyc1	-0.012736853	0.950713049
Cycs	0.017273895	0.940814344
Cyct	NA	NA
Cyfip1	-0.06991734	0.648596077
Cyfip2	-0.160455784	0.67350046
Cygb	0.215982213	0.417176804
Cyhr1	0.043614746	0.815683317
Cylc1	NA	NA
Cylc2	NA	NA
Cyld	-0.12547325	0.300363935
Cym	-0.002932825	NA
Cyp11a1	0.04940689	NA
Cyp11b1	0.04940689	NA
Cyp11b2	-0.041367315	NA
Cyp17a1	0.562318978	0.091367461
Cyp19a1	NA	NA
Cyp1a1	0.307177338	0.481459577
Cyp1a2	-0.256424922	0.150246723
Cyp1b1	-0.33045685	0.412295222
Cyp20a1	0.39992459	0.011741498
Cyp21a1	0.11140631	0.809873495
Cyp24a1	-0.041815601	NA
Cyp26a1	1.491866826	2.04E-14
Cyp26b1	-0.284048099	0.529849427
Cyp26c1	0.434786213	0.229052088
Cyp27a1	-0.133497069	0.396627824
Cyp27b1	0.065556338	NA
Cyp2a12	-0.088350069	0.668004033
Cyp2a22	0.736530003	0.026359648
Cyp2a4	0.308364589	0.379050765
Cyp2a5	0.401608485	0.075336167
Cyp2ab1	-0.206568558	NA
Cyp2b10	0.792523703	0.007498477
Cyp2b13	0.099471625	0.548464284
Cyp2b19	-0.157216228	NA
Cyp2b23	0.217852725	NA
Cyp2b9	0.30318727	0.184802502
Cyp2c29	0.027224808	0.942713609
Cyp2c37	0.073587938	0.824578045
Cyp2c38	0.405954586	0.320475585
Cyp2c39	2.192373478	8.16E-15
Cyp2c40	0.214277709	0.596485514
Cyp2c44	-0.012185344	0.968553009
Cyp2c50	-0.001345818	0.997657555
Cyp2c53-ps	0.056594651	NA
Cyp2c54	0.10831238	0.698901879
Cyp2c55	-0.621000902	0.081654921
Cyp2c65	0.013049061	NA
Cyp2c66	0.038731861	NA
Cyp2c67	-0.257866889	0.461207169
Cyp2c68	-0.033144256	0.908916897
Cyp2c69	0.342769491	0.25850836
Cyp2c70	0.140272261	0.646004454
Cyp2d10	-0.253642859	0.054228001
Cyp2d11	-0.16095841	0.758906023
Cyp2d12	0.062056324	0.911483837
Cyp2d13	0.019922041	0.931423703
Cyp2d22	0.043726856	0.839571841
Cyp2d26	-0.217056054	0.074053585
Cyp2d34	-0.027336029	NA
Cyp2d37-ps	-0.169387191	0.462182282
Cyp2d40	-0.542354761	0.000269663
Cyp2d9	-0.272467073	0.481459577
Cyp2e1	-0.085339014	0.761004062
Cyp2f2	-0.168919342	0.416980354
Cyp2g1	0.658218875	0.019756655
Cyp2j11	0.038731861	NA
Cyp2j12	NA	NA
Cyp2j13	0.06620819	0.912486157
Cyp2j5	-0.074298578	0.776273919
Cyp2j6	-0.141139119	0.460487054
Cyp2j7	NA	NA
Cyp2j8	-0.15498243	0.764766991
Cyp2j9	-0.286147162	0.138203832
Cyp2r1	0.037282071	0.884674872
Cyp2s1	0.205244473	0.680043718
Cyp2t4	0.099745998	0.859067341
Cyp2u1	-0.273791481	0.538843116
Cyp2w1	-0.168670433	NA
Cyp39a1	0.667418378	0.050493874
Cyp3a11	0.031344132	0.945662244
Cyp3a13	-0.109026566	0.744941349
Cyp3a16	0.292682613	0.197898753
Cyp3a25	-0.087026306	0.770234957
Cyp3a41b	0.254371621	0.243806402
Cyp3a44	0.439916377	0.077682818
Cyp3a57	0.294783649	0.513465752
Cyp3a59	0.450794174	0.06006989
